target,source,Date,value
tommy_2q,realDonaldTrump,Third debate,57
tony_sanky,realDonaldTrump,Third debate,20
toochkuwe,realDonaldTrump,Third debate,15
TornadoNewsLink,realDonaldTrump,Third debate,73
ToryAll,realDonaldTrump,Third debate,58
toxic11,realDonaldTrump,Third debate,47
tpharath,HillaryClinton,Third debate,21
TradingMonarch,realDonaldTrump,Third debate,40
travlyngirl,realDonaldTrump,Third debate,32
Trevor90666770,realDonaldTrump,Third debate,43
TroyConway10,realDonaldTrump,Third debate,57
TrueCOT,realDonaldTrump,Third debate,48
Trump_Rocks2016,realDonaldTrump,Third debate,35
Trump_Supporter,realDonaldTrump,Third debate,43
trump2016usa123,realDonaldTrump,Third debate,50
trump4_change,realDonaldTrump,Third debate,39
Trump4Catholics,realDonaldTrump,Third debate,21
Trumpaholic,realDonaldTrump,Third debate,44
trumpemall,realDonaldTrump,Third debate,51
Trumpertarian,realDonaldTrump,Third debate,49
TrumpetsCall,realDonaldTrump,Third debate,31
TrumpFanFromNy,realDonaldTrump,Third debate,54
TrumpFix,realDonaldTrump,Third debate,37
TrumpisPatriot,realDonaldTrump,Third debate,43
trumpmemz1,realDonaldTrump,Third debate,41
TrumpMormons,realDonaldTrump,Third debate,27
Trumppatriot2,realDonaldTrump,Third debate,48
Trumps_SM,realDonaldTrump,Third debate,23
trumps2016,realDonaldTrump,Third debate,48
TrumpSelfFunds,realDonaldTrump,Third debate,14
TrumpTrainOnly,realDonaldTrump,Third debate,45
TrumpTrumpsAll,realDonaldTrump,Third debate,14
Trumpublican314,realDonaldTrump,Third debate,36
TrumpWhiteHouse,realDonaldTrump,Third debate,40
TrumpWillOut,realDonaldTrump,Third debate,60
Trushthesame,realDonaldTrump,Third debate,20
trust_no_one85,realDonaldTrump,Third debate,22
truth2action,realDonaldTrump,Third debate,28
TruthAnJustice5,realDonaldTrump,Third debate,45
TruthSeeker2115,TruthSeeker2115,Third debate,46
TruthSoldierz,realDonaldTrump,Third debate,49
ttbancdam,realDonaldTrump,Third debate,48
tteegar,realDonaldTrump,Third debate,20
TTfhimaint,realDonaldTrump,Third debate,39
Tuber10614630,realDonaldTrump,Third debate,43
TurnTNBlue,HillaryClinton,Third debate,22
Tweet_Invader7,realDonaldTrump,Third debate,18
twojjrs,realDonaldTrump,Third debate,12
TXSpiritSister,realDonaldTrump,Third debate,44
TyberZannxxxx,BridgeProject21,Third debate,20
TyberZannxxxx,HillaryClinton,Third debate,19
tylertigert12,realDonaldTrump,Third debate,41
u2bheavenbound,realDonaldTrump,Third debate,61
ukcatwoman52,realDonaldTrump,Third debate,39
ukipwebmaster,realDonaldTrump,Third debate,55
UncommonPrince,realDonaldTrump,Third debate,56
unexploredera,realDonaldTrump,Third debate,23
UniNoticias,UniPolitica,Third debate,34
UnpacifdApptite,realDonaldTrump,Third debate,37
uRatchetLiberal,realDonaldTrump,Third debate,42
USA_with_Trump,realDonaldTrump,Third debate,47
USAforDJTRUMP,realDonaldTrump,Third debate,29
USAHipster,realDonaldTrump,Third debate,32
USANEWS007,realDonaldTrump,Third debate,25
USANEWS007,USANEWS007,Third debate,17
USCG_Vet,realDonaldTrump,Third debate,60
USNAVYDAV,realDonaldTrump,Third debate,37
USsentinel,realDonaldTrump,Third debate,41
UTZAAKE,DrJillStein,Third debate,20
VacaAngelina,realDonaldTrump,Third debate,68
Vailrunner,realDonaldTrump,Third debate,29
ValueIt8,HillaryClinton,Third debate,12
vector_v,realDonaldTrump,Third debate,79
veganvecoh,realDonaldTrump,Third debate,26
VermillionRich,realDonaldTrump,Third debate,49
Verona83,realDonaldTrump,Third debate,41
VeroniLodge,realDonaldTrump,Third debate,26
vevgar,HillaryClinton,Third debate,21
Vi44,HillaryClinton,Third debate,13
VicJoyner,realDonaldTrump,Third debate,33
villegaspr,realDonaldTrump,Third debate,50
Vin_NYC,realDonaldTrump,Third debate,54
VinayanKottaka2,HillaryClinton,Third debate,31
vinodsha,realDonaldTrump,Third debate,49
Virgina4Trump,realDonaldTrump,Third debate,23
VirginiaBentz,realDonaldTrump,Third debate,39
vision835,realDonaldTrump,Third debate,68
vitali_ucrania,realDonaldTrump,Third debate,19
VoicesHeard2017,HillaryClinton,Third debate,17
VoteBlueErrbody,HillaryClinton,Third debate,23
waddaupfive,realDonaldTrump,Third debate,44
wallbrownf,DrJillStein,Third debate,23
walshcormier,realDonaldTrump,Third debate,22
warriorfema6,realDonaldTrump,Third debate,27
WaterTimeLLC,realDonaldTrump,Third debate,33
WavRidr101,realDonaldTrump,Third debate,44
WayneHenager,realDonaldTrump,Third debate,51
wbigbass2000,realDonaldTrump,Third debate,29
WellnitzCamille,realDonaldTrump,Third debate,71
wendell_lane,realDonaldTrump,Third debate,21
WERStanford,realDonaldTrump,Third debate,46
WeSurvivedObama,realDonaldTrump,Third debate,26
WeThePeople4US,realDonaldTrump,Third debate,48
WeThePeople4US,TeamTrump,Third debate,11
WFoxCat,realDonaldTrump,Third debate,12
whowanstwobepre,realDonaldTrump,Third debate,104
willdani61,realDonaldTrump,Third debate,47
WillGrace9,realDonaldTrump,Third debate,30
WilliamjackVar2,realDonaldTrump,Third debate,11
williamprtt,realDonaldTrump,Third debate,28
williamsdigita1,williamsdigita1,Third debate,19
willow_ruth,realDonaldTrump,Third debate,35
WiltyRachel,realDonaldTrump,Third debate,29
winegirl73,realDonaldTrump,Third debate,37
winknasmile,realDonaldTrump,Third debate,26
WinNow,realDonaldTrump,Third debate,33
Wipigaki,realDonaldTrump,Third debate,64
woitekj,realDonaldTrump,Third debate,20
WolfBeethoven,realDonaldTrump,Third debate,39
Wolffox6,realDonaldTrump,Third debate,58
Women4TrumpMvmt,realDonaldTrump,Third debate,46
woodseysmith,realDonaldTrump,Third debate,47
worldisahoax,realDonaldTrump,Third debate,30
WPufall,realDonaldTrump,Third debate,14
wrighta18,realDonaldTrump,Third debate,63
Wutevuh,realDonaldTrump,Third debate,23
wvufanagent99,realDonaldTrump,Third debate,27
WyattAmazing,realDonaldTrump,Third debate,25
x4PITTS1BURGH2x,realDonaldTrump,Third debate,42
xela_nut,realDonaldTrump,Third debate,14
xmlwx75,realDonaldTrump,Third debate,21
yadayadayada45,realDonaldTrump,Third debate,59
YamrajRaj044,realDonaldTrump,Third debate,54
Ydiggt37,realDonaldTrump,Third debate,13
ygelbman,realDonaldTrump,Third debate,47
yoimtew501,realDonaldTrump,Third debate,36
yoly4Trump,realDonaldTrump,Third debate,91
yomi_chizoba,HillaryClinton,Third debate,174
youreonthemark,realDonaldTrump,Third debate,53
yoyo12345678900,realDonaldTrump,Third debate,59
yuuji_K1,ABC,Third debate,12
yuuji_K1,BBCWorld,Third debate,23
yuuji_K1,NBCNews,Third debate,25
Z_Tweeter,realDonaldTrump,Third debate,28
Z1Nomad,realDonaldTrump,Third debate,51
zachorama_,realDonaldTrump,Third debate,44
zanechaffins,FoxNews,Third debate,23
zanechaffins,realDonaldTrump,Third debate,23
zierlich55,realDonaldTrump,Third debate,15
ZiffyKat,realDonaldTrump,Third debate,36
zoltangy,realDonaldTrump,Third debate,30
zombiebaittom,realDonaldTrump,Third debate,37
zorky52,realDonaldTrump,Third debate,54
ZoroasterReborn,realDonaldTrump,Third debate,39
zukayyam,realDonaldTrump,Third debate,34
ZWoiwode,HillaryClinton,Third debate,26
zzprosper,realDonaldTrump,Third debate,44
0a20d9d3af33459,FoxNews,VP debate,28
123_talent,realDonaldTrump,VP debate,26
1Corinthians126,HillaryClinton,VP debate,12
2alphabet6,realDonaldTrump,VP debate,11
34567890w,realDonaldTrump,VP debate,24
Abe_Money,realDonaldTrump,VP debate,20
alexpop5271,realDonaldTrump,VP debate,13
America_First25,realDonaldTrump,VP debate,18
AntiLiberals2,realDonaldTrump,VP debate,15
APikachuaaa,realDonaldTrump,VP debate,24
ArchdukeMaxwell,HelloTeamTrump,VP debate,36
AvaOH2016,realDonaldTrump,VP debate,16
aviramof,realDonaldTrump,VP debate,13
AxxisonMargaret,HillaryClinton,VP debate,11
AyebeLamAnthony,CNN,VP debate,61
Barb138,FoxNews,VP debate,18
BasedDJTrump,realDonaldTrump,VP debate,13
Beefareeno,JackiSchechner,VP debate,43
benkhaled02,DrJillStein,VP debate,28
BerlinSandra78,HillaryClinton,VP debate,19
BevLover1,realDonaldTrump,VP debate,18
BirdieOiseau53,realDonaldTrump,VP debate,13
bmwdinorah57,HillaryClinton,VP debate,12
BooYond,BooYond,VP debate,24
bricks_woolard,HelloTeamTrump,VP debate,39
bril3133,realDonaldTrump,VP debate,20
carmen42,HillaryClinton,VP debate,20
CarolineSalfati,HillaryClinton,VP debate,24
catfishgirl73,realDonaldTrump,VP debate,11
caudill_ray,AmyDugan,VP debate,16
Cecil3695Cecil,WayneDupreeShow,VP debate,94
ceenone3,ThatTrumpGuy,VP debate,16
CharlesMunn1,DrJillStein,VP debate,12
cherbon6,realDonaldTrump,VP debate,24
cheryl888888,realDonaldTrump,VP debate,22
Citizen_USA1,realDonaldTrump,VP debate,11
clanceman65,realDonaldTrump,VP debate,17
CoachInStands,HillaryClinton,VP debate,12
ComicsConform,DrJillStein,VP debate,20
CristalLorianne,realDonaldTrump,VP debate,18
Cuzz50,realDonaldTrump,VP debate,18
CvjClaude,realDonaldTrump,VP debate,20
DaleF3,DrJillStein,VP debate,14
david_macedo,realDonaldTrump,VP debate,20
DavidWestsir,realDonaldTrump,VP debate,11
DAVINLEWIS9,revolttv,VP debate,30
davis_levin,realDonaldTrump,VP debate,11
davisindy,realDonaldTrump,VP debate,16
Dazie13,HelloTeamTrump,VP debate,44
Deanaluvs,realDonaldTrump,VP debate,12
debameyers,realDonaldTrump,VP debate,18
DeniseAdame71,Mike_Pence,VP debate,64
DeniseAdame71,realDonaldTrump,VP debate,34
DeniseAdame71,TeamTrump,VP debate,31
deplorablelori,realDonaldTrump,VP debate,14
DeplorableTJ,realDonaldTrump,VP debate,21
digibd66,realDonaldTrump,VP debate,20
djbratpack,VoteBlueErrbody,VP debate,34
DMSMaven,realDonaldTrump,VP debate,12
donilo252525,DrJillStein,VP debate,17
DonnVahratian,cristinalaila1,VP debate,26
Drakensang22,realDonaldTrump,VP debate,18
DruidNectan,HillaryClinton,VP debate,35
DShepUSA,realDonaldTrump,VP debate,14
dso07ochoa,dso07ochoa,VP debate,22
duckworks2505,realDonaldTrump,VP debate,12
DukeofEarlDD,realDonaldTrump,VP debate,11
DustinJ601,realDonaldTrump,VP debate,12
dweediecat,DrJillStein,VP debate,21
Dylan_Sandas,realDonaldTrump,VP debate,15
ecwpunk81,HillaryClinton,VP debate,15
ecwpunk81,pattonoswalt,VP debate,21
ed_the_honest,realDonaldTrump,VP debate,15
edavid614,realDonaldTrump,VP debate,17
EgbonBigbros,FoxNews,VP debate,24
EgryAni,FoxNews,VP debate,47
EJLandwehr,EJLandwehr,VP debate,98
ELLE_INTL,ELLE_INTL,VP debate,35
enzomongelli,Maumol,VP debate,27
eve1753cm,HelloTeamTrump,VP debate,34
EversFam,PrisonPlanet,VP debate,28
facIubeband,FaClubeBand,VP debate,27
FanOfGreenMMs,realDonaldTrump,VP debate,25
fcdpainting,realDonaldTrump,VP debate,15
FosheeJohn51,TomiLahren,VP debate,43
FranNavin,realDonaldTrump,VP debate,13
galvarezj,timkaine,VP debate,51
Gift2USA,timkaine,VP debate,71
Gitte35,realDonaldTrump,VP debate,25
goodbyesocialm,realDonaldTrump,VP debate,12
GoogleInfinity,realDonaldTrump,VP debate,23
gotapointtomake,gotapointtomake,VP debate,15
gotapointtomake,realDonaldTrump,VP debate,16
GreenieandTink,realDonaldTrump,VP debate,13
greysanatomy112,greysanatomy112,VP debate,17
GROUNDZERO1984,realDonaldTrump,VP debate,18
gsears1968,nomiprins,VP debate,17
hakon_krog,HillaryClinton,VP debate,25
He1FineArtist,CNN,VP debate,24
heapset,realDonaldTrump,VP debate,23
Hermes23,realDonaldTrump,VP debate,18
HollyCarolEarls,FoxNews,VP debate,12
HollyCarolEarls,TeamTrump,VP debate,22
Hookie10,FoxNews,VP debate,15
Hostage_Notes,DrJillStein,VP debate,20
hrblock_21,FoxNews,VP debate,33
HYfangzi,FoxNews,VP debate,24
Irishclover573,realDonaldTrump,VP debate,26
IsaiahJuuko,FoxNews,VP debate,17
isalink,HillaryClinton,VP debate,22
ish10040,ish10040,VP debate,133
islandnae,Mike_Pence,VP debate,80
islandnae,realDonaldTrump,VP debate,32
islandnae,TeamTrump,VP debate,36
Jack_Communist,realDonaldTrump,VP debate,25
JamesPomeroy8,realDonaldTrump,VP debate,13
Jayzamani_,realDonaldTrump,VP debate,11
JC3Me2,realDonaldTrump,VP debate,20
Jdemrick,realDonaldTrump,VP debate,12
Jeca2022,realDonaldTrump,VP debate,22
jerrybthebuild,realDonaldTrump,VP debate,16
JiffyJaffe,realDonaldTrump,VP debate,14
jjraegirl,realDonaldTrump,VP debate,11
john_siracusa,realDonaldTrump,VP debate,18
JohnLester,realDonaldTrump,VP debate,14
JOHNNDIBELLO,realDonaldTrump,VP debate,20
Jollarn,realDonaldTrump,VP debate,16
jrdrlz,realDonaldTrump,VP debate,27
jtblogs,realDonaldTrump,VP debate,20
juicywas,HillaryClinton,VP debate,23
JulieCa92128716,realDonaldTrump,VP debate,24
justkjellberg,justanactor,VP debate,27
jvasconcelosh,HillaryClinton,VP debate,11
KahlerSabrina,HelloTeamTrump,VP debate,101
KaijuZ,Nash076,VP debate,21
kapilt41,CNN,VP debate,17
kbanuseckin,DrJillStein,VP debate,19
kcarrollworld,pewresearch,VP debate,22
KetzerHexe,realDonaldTrump,VP debate,15
KevinClipner1,realDonaldTrump,VP debate,15
kianxcam,tyleroakley,VP debate,12
KimJacobson16,realDonaldTrump,VP debate,21
KirkLarkin,DrJillStein,VP debate,13
KJPritchard4,realDonaldTrump,VP debate,19
kkalmes2,JoyAnnReid,VP debate,57
Korny247,JoyAnnReid,VP debate,14
KristiRobins10,realDonaldTrump,VP debate,15
Ky4TrumpMAGA,realDonaldTrump,VP debate,13
Kyva30Lucille,timkaine,VP debate,57
LeahOneScoop,realDonaldTrump,VP debate,16
lenard503616,HillaryClinton,VP debate,13
LenoraJ16,HelloTeamTrump,VP debate,36
lhistericareal,FaClubeBand,VP debate,26
libbyliberalnyc,DrJillStein,VP debate,37
Linda14397084,realDonaldTrump,VP debate,25
LindaSuhler,WayneDupreeShow,VP debate,38
Lisa_Kvedar,realDonaldTrump,VP debate,15
LoveCovfefe2020,FoxNews,VP debate,12
LovelyJess2014,realDonaldTrump,VP debate,18
LuckoftheDraw17,FoxNews,VP debate,19
LuckoftheDraw17,realDonaldTrump,VP debate,18
Lucky5713,FoxNews,VP debate,29
Lucky5713,realDonaldTrump,VP debate,25
lulabelldesigns,realDonaldTrump,VP debate,17
lulabelldesigns,TeamTrump,VP debate,36
MAGAnNoHate,WayneDupreeShow,VP debate,89
MAGATRUMPMAN,MAGATRUMPMAN,VP debate,25
MagicMark9,HillaryClinton,VP debate,14
Mallowbr7,FMouraBrasil,VP debate,22
MARTELLEINTL,MARTELLEINTL,VP debate,51
marvin_hill123,jacecaudwell,VP debate,69
maryann_penza,realDonaldTrump,VP debate,25
mellie_loves,DrJillStein,VP debate,39
MELONEDAVIDE,realDonaldTrump,VP debate,15
Mercury21845586,DrJillStein,VP debate,21
MermaidChick813,HillaryClinton,VP debate,22
MetalDanIRL,OnionPolitics,VP debate,47
MetalDanIRL,realDonaldTrump,VP debate,19
metmgmt22,HillaryClinton,VP debate,25
mhooshma16,realDonaldTrump,VP debate,14
MichaelNnaeme10,realDonaldTrump,VP debate,22
MikeCantarini,realDonaldTrump,VP debate,23
MiriamRoseMc,realDonaldTrump,VP debate,11
MiriamUSA82,realDonaldTrump,VP debate,16
MMaria03146111,HelloTeamTrump,VP debate,18
mmpadellan,mmpadellan,VP debate,24
MollyOCallagha5,PrisonPlanet,VP debate,26
MorriganMoonlit,maureenjohnson,VP debate,19
MorriganMoonlit,rebeccareads6,VP debate,37
MrLeoneVolpe,realDonaldTrump,VP debate,23
MrZ_GBM,realDonaldTrump,VP debate,23
MTL_Media,realDonaldTrump,VP debate,11
MyPlace4U,FoxNews,VP debate,47
nancy73gg,HelloTeamTrump,VP debate,42
nasrinTrump,realDonaldTrump,VP debate,24
NCBerniecrat,DrJillStein,VP debate,21
nickcamejo,CNNPolitics,VP debate,42
nickcamejo,HillaryClinton,VP debate,26
noah1981us,realDonaldTrump,VP debate,11
NolascoJg,timkaine,VP debate,100
NwekeJero,realDonaldTrump,VP debate,23
OemorOniluap,CBSNews,VP debate,37
official_bukas,realDonaldTrump,VP debate,12
outetbanksTB,realDonaldTrump,VP debate,15
outspoken1138,realDonaldTrump,VP debate,24
PadreBall,HillaryClinton,VP debate,30
PadreBall,timkaine,VP debate,64
paulsenabulya,FoxNews,VP debate,86
pendulum58841,CNN,VP debate,16
penguin4k,realDonaldTrump,VP debate,11
perfectsliders,perfectsliders,VP debate,33
Phoenix_Stone09,DrJillStein,VP debate,28
pieman7700,realDonaldTrump,VP debate,18
ProudlyLiberal2,bannerite,VP debate,35
QaxWerty,realDonaldTrump,VP debate,20
QQBeautifulDove,FoxNews,VP debate,43
Queenx50777,FoxNews,VP debate,13
rachelkingmakeu,realDonaldTrump,VP debate,18
RachelT80457384,realDonaldTrump,VP debate,11
RantyAmyCurtis,CheerMatchup,VP debate,58
rashidaldosari,CNN,VP debate,15
Real_Infinity95,NBCNews,VP debate,11
RealChadRowland,realDonaldTrump,VP debate,11
realGilbertP,realDonaldTrump,VP debate,13
RealMedEmpire,realDonaldTrump,VP debate,11
RecoveredCons,DrJillStein,VP debate,14
Redwhitebluetex,LindaSuhler,VP debate,19
Redwhitebluetex,WayneDupreeShow,VP debate,47
res0xhdb2,HillaryClinton,VP debate,15
rey120897_92,HillaryClinton,VP debate,23
RobertaLSpence2,HillaryClinton,VP debate,18
rockriver_,realDonaldTrump,VP debate,16
roqchrisy,LindaSuhler,VP debate,17
RSmytheFreed,DrJillStein,VP debate,21
Sal_Ferragamo,realDonaldTrump,VP debate,15
SaMioN777,CNN,VP debate,36
Sammie_Snickers,WayneDupreeShow,VP debate,36
Sanjay25_,realDonaldTrump,VP debate,16
scotknocker,realDonaldTrump,VP debate,21
SecretAgentManZ,realDonaldTrump,VP debate,22
SethJReeves,DrJillStein,VP debate,26
shana3083,realDonaldTrump,VP debate,19
ShellyLBell,FoxNews,VP debate,22
skaterfantasy,avada_kaydavra,VP debate,21
skinny_pete_,realDonaldTrump,VP debate,11
Smiley_Bossy,realDonaldTrump,VP debate,11
smiliesophie18,justanactor,VP debate,29
Someday80805780,Hillary_esp,VP debate,26
Someday80805780,HillaryClinton,VP debate,29
SongBird4Trump,realDonaldTrump,VP debate,17
Sounav82,realDonaldTrump,VP debate,25
Spsinghindia,HillaryClinton,VP debate,18
StephenLicetti,Liz_Wheeler,VP debate,16
StillLes4Hill,HillaryClinton,VP debate,16
StopTheDemLies,realDonaldTrump,VP debate,12
sunserger,realDonaldTrump,VP debate,12
superpidge,WWECreative_ish,VP debate,39
SUSANASOUTO2013,realDonaldTrump,VP debate,22
susanellison,HillaryClinton,VP debate,21
Tea4Freedom,realDonaldTrump,VP debate,12
THE_ECB,THE_ECB,VP debate,27
TheBoobla,DrJillStein,VP debate,21
TheDemCoalition,funder,VP debate,16
TheDonaldwin,FoxNews,VP debate,66
TheDonaldwin,realDonaldTrump,VP debate,25
TheHRCSuperVols,hrcsupervol01,VP debate,16
theinternetm3m3,WayneDupreeShow,VP debate,37
TheJamesRossi,realDonaldTrump,VP debate,11
ThomasB00001,ThomasB00001,VP debate,33
Thomaspayne1776,realDonaldTrump,VP debate,11
Thunderhorse149,realDonaldTrump,VP debate,15
TinaSackman1,realDonaldTrump,VP debate,19
tn050557,realDonaldTrump,VP debate,28
TornadoNewsLink,realDonaldTrump,VP debate,19
tpharath,HillaryClinton,VP debate,33
TradingMonarch,realDonaldTrump,VP debate,20
TrumpetsCall,realDonaldTrump,VP debate,17
TrumpFanFromNy,realDonaldTrump,VP debate,18
TrumpNation73,realDonaldTrump,VP debate,20
TrumpTrumpsAll,realDonaldTrump,VP debate,19
TyberZannxxxx,BridgeProject21,VP debate,12
TyberZannxxxx,nobarriers2016,VP debate,15
u2bheavenbound,realDonaldTrump,VP debate,18
UlrikaBarkstrom,theintercept,VP debate,31
UniNoticias,UniPolitica,VP debate,16
UnrealAllan,CheerMatchup,VP debate,46
USA_with_Trump,PrisonPlanet,VP debate,30
USANEWS007,USANEWS007,VP debate,16
USNAVYDAV,realDonaldTrump,VP debate,19
UTZAAKE,DrJillStein,VP debate,18
Vero30984947,realDonaldTrump,VP debate,12
VeroniLodge,realDonaldTrump,VP debate,11
Virginia4USA,realDonaldTrump,VP debate,23
wallbrownf,DrJillStein,VP debate,13
WeThePeople4US,TeamTrump,VP debate,28
WilliamjackVar2,realDonaldTrump,VP debate,12
williamsdigita1,williamsdigita1,VP debate,20
withtheoppressd,HillaryClinton,VP debate,12
woitekj,realDonaldTrump,VP debate,19
Wolffox6,realDonaldTrump,VP debate,16
wrighta18,realDonaldTrump,VP debate,18
wtf_imtooold,HillaryClinton,VP debate,12
